CODIGO_ESTACION;NOMBRE_ESTACION;NUCLEO_CERCANIAS;TRAMO_HORARIO;VIAJEROS_SUBIDOS;VIAJEROS_BAJADOS
10200;VILLALBA DE GUADARRAMA;MADRID;17:00 - 17:30;186;248
10200;VILLALBA DE GUADARRAMA;MADRID;17:30 - 18:00;41;98
10200;VILLALBA DE GUADARRAMA;MADRID;18:00 - 18:30;124;430
10200;VILLALBA DE GUADARRAMA;MADRID;18:30 - 19:00;87;337
10200;VILLALBA DE GUADARRAMA;MADRID;19:00 - 19:30;191;484
10200;VILLALBA DE GUADARRAMA;MADRID;19:30 - 20:00;91;277
10200;VILLALBA DE GUADARRAMA;MADRID;20:00 - 20:30;138;325
10200;VILLALBA DE GUADARRAMA;MADRID;20:30 - 21:00;90;131
10200;VILLALBA DE GUADARRAMA;MADRID;21:00 - 21:30;103;190
10200;VILLALBA DE GUADARRAMA;MADRID;21:30 - 22:00;49;160
10200;VILLALBA DE GUADARRAMA;MADRID;22:00 - 22:30;57;140
10200;VILLALBA DE GUADARRAMA;MADRID;22:30 - 23:00;32;117
10200;VILLALBA DE GUADARRAMA;MADRID;23:00 - 23:30;14;101
10200;VILLALBA DE GUADARRAMA;MADRID;23:30 - 00:00;10;111
10201;SAN YAGO;MADRID;00:30 - 01:00;0;1
10201;SAN YAGO;MADRID;05:30 - 06:00;3;0
10201;SAN YAGO;MADRID;06:30 - 07:00;9;0
10201;SAN YAGO;MADRID;07:00 - 07:30;24;3
10201;SAN YAGO;MADRID;07:30 - 08:00;24;12
10201;SAN YAGO;MADRID;08:00 - 08:30;18;11
10201;SAN YAGO;MADRID;08:30 - 09:00;19;12
10201;SAN YAGO;MADRID;09:00 - 09:30;8;4
10201;SAN YAGO;MADRID;09:30 - 10:00;2;2
10201;SAN YAGO;MADRID;10:00 - 10:30;9;0
10201;SAN YAGO;MADRID;10:30 - 11:00;2;2
10201;SAN YAGO;MADRID;11:00 - 11:30;4;0
10201;SAN YAGO;MADRID;11:30 - 12:00;1;1
10201;SAN YAGO;MADRID;12:00 - 12:30;3;1
10201;SAN YAGO;MADRID;12:30 - 13:00;1;4
10201;SAN YAGO;MADRID;13:00 - 13:30;6;4
10201;SAN YAGO;MADRID;13:30 - 14:00;3;6
10201;SAN YAGO;MADRID;14:00 - 14:30;4;2
10201;SAN YAGO;MADRID;14:30 - 15:00;2;9
10201;SAN YAGO;MADRID;15:00 - 15:30;15;10
10201;SAN YAGO;MADRID;15:30 - 16:00;1;15
10201;SAN YAGO;MADRID;16:00 - 16:30;7;6
10201;SAN YAGO;MADRID;16:30 - 17:00;4;4
10201;SAN YAGO;MADRID;17:00 - 17:30;5;0
10201;SAN YAGO;MADRID;17:30 - 18:00;0;2
10201;SAN YAGO;MADRID;18:00 - 18:30;6;5
10201;SAN YAGO;MADRID;18:30 - 19:00;0;7
10201;SAN YAGO;MADRID;19:00 - 19:30;4;10
10201;SAN YAGO;MADRID;19:30 - 20:00;2;1
10201;SAN YAGO;MADRID;20:00 - 20:30;7;8
10201;SAN YAGO;MADRID;20:30 - 21:00;4;7
10201;SAN YAGO;MADRID;21:00 - 21:30;0;1
10201;SAN YAGO;MADRID;21:30 - 22:00;0;2
10201;SAN YAGO;MADRID;22:00 - 22:30;0;1
10201;SAN YAGO;MADRID;22:30 - 23:00;0;2
10201;SAN YAGO;MADRID;23:30 - 00:00;0;0
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;00:30 - 01:00;0;5
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;05:30 - 06:00;11;0
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;06:30 - 07:00;58;2
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;07:00 - 07:30;49;5
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;07:30 - 08:00;73;1
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;08:00 - 08:30;76;15
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;08:30 - 09:00;41;15
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;09:00 - 09:30;29;3
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;09:30 - 10:00;1;10
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;10:00 - 10:30;21;2
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;11:00 - 11:30;18;12
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;11:30 - 12:00;2;5
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;12:00 - 12:30;15;1
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;12:30 - 13:00;3;9
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;13:00 - 13:30;15;5
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;13:30 - 14:00;3;6
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;14:00 - 14:30;22;3
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;14:30 - 15:00;2;25
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;15:00 - 15:30;21;38
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;15:30 - 16:00;1;30
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;16:00 - 16:30;13;27
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;16:30 - 17:00;12;14
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;17:00 - 17:30;11;3
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;17:30 - 18:00;2;33
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;18:00 - 18:30;19;22
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;18:30 - 19:00;5;21
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;19:00 - 19:30;20;54
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;19:30 - 20:00;4;19
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;20:00 - 20:30;3;27
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;20:30 - 21:00;4;18
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;21:00 - 21:30;10;2
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;21:30 - 22:00;1;19
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;22:00 - 22:30;0;2
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;22:30 - 23:00;1;16
10202;LAS ZORRERAS-NAVALQUEJIGO;MADRID;23:30 - 00:00;0;8
10203;EL ESCORIAL;MADRID;00:30 - 01:00;0;7
10203;EL ESCORIAL;MADRID;05:30 - 06:00;49;0
10203;EL ESCORIAL;MADRID;06:00 - 06:30;48;0
10203;EL ESCORIAL;MADRID;06:30 - 07:00;259;12
10203;EL ESCORIAL;MADRID;07:00 - 07:30;205;126
10203;EL ESCORIAL;MADRID;07:30 - 08:00;320;0
10203;EL ESCORIAL;MADRID;08:00 - 08:30;179;85
10203;EL ESCORIAL;MADRID;08:30 - 09:00;105;20
10203;EL ESCORIAL;MADRID;09:00 - 09:30;122;26
10203;EL ESCORIAL;MADRID;09:30 - 10:00;0;56
10203;EL ESCORIAL;MADRID;10:00 - 10:30;105;0
10203;EL ESCORIAL;MADRID;10:30 - 11:00;62;0
10203;EL ESCORIAL;MADRID;11:00 - 11:30;66;118
10203;EL ESCORIAL;MADRID;11:30 - 12:00;0;54
10203;EL ESCORIAL;MADRID;12:00 - 12:30;83;0
10203;EL ESCORIAL;MADRID;12:30 - 13:00;0;64
10203;EL ESCORIAL;MADRID;13:00 - 13:30;102;0
10203;EL ESCORIAL;MADRID;13:30 - 14:00;0;86
10203;EL ESCORIAL;MADRID;14:00 - 14:30;112;47
10203;EL ESCORIAL;MADRID;14:30 - 15:00;0;98
10203;EL ESCORIAL;MADRID;15:00 - 15:30;143;0
10203;EL ESCORIAL;MADRID;15:30 - 16:00;95;95
10203;EL ESCORIAL;MADRID;16:00 - 16:30;217;147
10203;EL ESCORIAL;MADRID;16:30 - 17:00;0;108
10203;EL ESCORIAL;MADRID;17:00 - 17:30;68;0
10203;EL ESCORIAL;MADRID;17:30 - 18:00;0;45
10203;EL ESCORIAL;MADRID;18:00 - 18:30;106;65
10203;EL ESCORIAL;MADRID;18:30 - 19:00;71;56
10203;EL ESCORIAL;MADRID;19:00 - 19:30;49;0
10203;EL ESCORIAL;MADRID;19:30 - 20:00;31;84
10203;EL ESCORIAL;MADRID;20:00 - 20:30;30;200
10203;EL ESCORIAL;MADRID;20:30 - 21:00;0;52
10203;EL ESCORIAL;MADRID;21:00 - 21:30;30;0
10203;EL ESCORIAL;MADRID;21:30 - 22:00;0;77
10203;EL ESCORIAL;MADRID;22:00 - 22:30;20;0
10203;EL ESCORIAL;MADRID;22:30 - 23:00;30;65
10203;EL ESCORIAL;MADRID;23:30 - 00:00;0;20
10204;ZARZALEJO;MADRID;07:00 - 07:30;23;0
10204;ZARZALEJO;MADRID;11:00 - 11:30;0;8
10204;ZARZALEJO;MADRID;13:30 - 14:00;6;0
10204;ZARZALEJO;MADRID;15:30 - 16:00;7;23
10204;ZARZALEJO;MADRID;23:00 - 23:30;0;5
10205;ROBLEDO DE CHAVELA;MADRID;07:00 - 07:30;38;0
10205;ROBLEDO DE CHAVELA;MADRID;11:00 - 11:30;0;9
10205;ROBLEDO DE CHAVELA;MADRID;13:30 - 14:00;14;0
10205;ROBLEDO DE CHAVELA;MADRID;15:30 - 16:00;7;30
10205;ROBLEDO DE CHAVELA;MADRID;23:00 - 23:30;0;5
10206;SANTA MARIA DE LA ALAMEDA-PEGUERINOS;MADRID;07:00 - 07:30;10;0
10206;SANTA MARIA DE LA ALAMEDA-PEGUERINOS;MADRID;11:00 - 11:30;1;12
10206;SANTA MARIA DE LA ALAMEDA-PEGUERINOS;MADRID;13:30 - 14:00;2;0
10206;SANTA MARIA DE LA ALAMEDA-PEGUERINOS;MADRID;15:30 - 16:00;4;12
10206;SANTA MARIA DE LA ALAMEDA-PEGUERINOS;MADRID;23:00 - 23:30;0;5
12001;LOS NEGRALES;MADRID;00:00 - 00:30;0;3
12001;LOS NEGRALES;MADRID;06:00 - 06:30;10;1
12001;LOS NEGRALES;MADRID;06:30 - 07:00;25;0
12001;LOS NEGRALES;MADRID;07:00 - 07:30;29;4
12001;LOS NEGRALES;MADRID;07:30 - 08:00;29;7
12001;LOS NEGRALES;MADRID;08:00 - 08:30;2;1
12001;LOS NEGRALES;MADRID;08:30 - 09:00;14;0
12001;LOS NEGRALES;MADRID;09:00 - 09:30;13;7
12001;LOS NEGRALES;MADRID;10:00 - 10:30;4;2
12001;LOS NEGRALES;MADRID;11:00 - 11:30;9;4
12001;LOS NEGRALES;MADRID;11:30 - 12:00;2;0
12001;LOS NEGRALES;MADRID;12:00 - 12:30;1;1
12001;LOS NEGRALES;MADRID;13:00 - 13:30;4;2
12001;LOS NEGRALES;MADRID;13:30 - 14:00;15;0
12001;LOS NEGRALES;MADRID;14:00 - 14:30;5;5
12001;LOS NEGRALES;MADRID;14:30 - 15:00;8;0
12001;LOS NEGRALES;MADRID;15:00 - 15:30;3;12
12001;LOS NEGRALES;MADRID;15:30 - 16:00;10;23
12001;LOS NEGRALES;MADRID;16:00 - 16:30;2;12
12001;LOS NEGRALES;MADRID;16:30 - 17:00;0;13
12001;LOS NEGRALES;MADRID;17:00 - 17:30;27;19
12001;LOS NEGRALES;MADRID;18:00 - 18:30;8;13
12001;LOS NEGRALES;MADRID;18:30 - 19:00;4;3
12001;LOS NEGRALES;MADRID;19:00 - 19:30;7;22
12001;LOS NEGRALES;MADRID;19:30 - 20:00;4;13
12001;LOS NEGRALES;MADRID;20:00 - 20:30;1;12
12001;LOS NEGRALES;MADRID;20:30 - 21:00;5;11
12001;LOS NEGRALES;MADRID;21:00 - 21:30;0;14
12001;LOS NEGRALES;MADRID;22:00 - 22:30;3;9
12001;LOS NEGRALES;MADRID;23:00 - 23:30;0;2
12002;ALPEDRETE;MADRID;00:00 - 00:30;0;4
12002;ALPEDRETE;MADRID;06:00 - 06:30;26;0
12002;ALPEDRETE;MADRID;06:30 - 07:00;38;1
12002;ALPEDRETE;MADRID;07:00 - 07:30;55;5
12002;ALPEDRETE;MADRID;07:30 - 08:00;72;9
12002;ALPEDRETE;MADRID;08:00 - 08:30;19;11
12002;ALPEDRETE;MADRID;08:30 - 09:00;25;2
12002;ALPEDRETE;MADRID;09:00 - 09:30;0;19
12002;ALPEDRETE;MADRID;09:30 - 10:00;15;0
12002;ALPEDRETE;MADRID;10:00 - 10:30;0;7
12002;ALPEDRETE;MADRID;10:30 - 11:00;12;1
12002;ALPEDRETE;MADRID;11:00 - 11:30;0;4
12002;ALPEDRETE;MADRID;11:30 - 12:00;7;0
12002;ALPEDRETE;MADRID;12:00 - 12:30;1;2
12002;ALPEDRETE;MADRID;12:30 - 13:00;12;4
12002;ALPEDRETE;MADRID;13:00 - 13:30;1;8
12002;ALPEDRETE;MADRID;13:30 - 14:00;17;2
12002;ALPEDRETE;MADRID;14:00 - 14:30;1;13
12002;ALPEDRETE;MADRID;14:30 - 15:00;18;1
12002;ALPEDRETE;MADRID;15:00 - 15:30;4;24
12002;ALPEDRETE;MADRID;15:30 - 16:00;12;25
12002;ALPEDRETE;MADRID;16:00 - 16:30;4;33
12002;ALPEDRETE;MADRID;16:30 - 17:00;20;10
12002;ALPEDRETE;MADRID;17:00 - 17:30;4;16
12002;ALPEDRETE;MADRID;18:00 - 18:30;20;26
12002;ALPEDRETE;MADRID;18:30 - 19:00;9;1
12002;ALPEDRETE;MADRID;19:00 - 19:30;3;29
12002;ALPEDRETE;MADRID;19:30 - 20:00;0;22
12002;ALPEDRETE;MADRID;20:00 - 20:30;0;25
12002;ALPEDRETE;MADRID;20:30 - 21:00;1;10
12002;ALPEDRETE;MADRID;21:00 - 21:30;4;13
12002;ALPEDRETE;MADRID;22:00 - 22:30;2;13
12002;ALPEDRETE;MADRID;23:00 - 23:30;3;4
12004;COLLADO MEDIANO;MADRID;00:00 - 00:30;0;3
12004;COLLADO MEDIANO;MADRID;06:00 - 06:30;25;0
12004;COLLADO MEDIANO;MADRID;06:30 - 07:00;61;1
12004;COLLADO MEDIANO;MADRID;07:00 - 07:30;55;2
12004;COLLADO MEDIANO;MADRID;07:30 - 08:00;76;5
12004;COLLADO MEDIANO;MADRID;08:00 - 08:30;32;4
12004;COLLADO MEDIANO;MADRID;08:30 - 09:00;22;0
12004;COLLADO MEDIANO;MADRID;09:00 - 09:30;0;6
12004;COLLADO MEDIANO;MADRID;09:30 - 10:00;23;0
12004;COLLADO MEDIANO;MADRID;10:00 - 10:30;2;4
12004;COLLADO MEDIANO;MADRID;10:30 - 11:00;20;0
12004;COLLADO MEDIANO;MADRID;11:00 - 11:30;2;2
12004;COLLADO MEDIANO;MADRID;11:30 - 12:00;8;3
12004;COLLADO MEDIANO;MADRID;12:00 - 12:30;1;16
12004;COLLADO MEDIANO;MADRID;12:30 - 13:00;10;1
12004;COLLADO MEDIANO;MADRID;13:00 - 13:30;1;14
12004;COLLADO MEDIANO;MADRID;13:30 - 14:00;11;2
12004;COLLADO MEDIANO;MADRID;14:00 - 14:30;1;22
12004;COLLADO MEDIANO;MADRID;14:30 - 15:00;12;3
12004;COLLADO MEDIANO;MADRID;15:00 - 15:30;3;28
12004;COLLADO MEDIANO;MADRID;15:30 - 16:00;6;18
12004;COLLADO MEDIANO;MADRID;16:00 - 16:30;7;22
12004;COLLADO MEDIANO;MADRID;16:30 - 17:00;7;15
12004;COLLADO MEDIANO;MADRID;17:00 - 17:30;1;19
12004;COLLADO MEDIANO;MADRID;17:30 - 18:00;12;0
12004;COLLADO MEDIANO;MADRID;18:00 - 18:30;1;30
12004;COLLADO MEDIANO;MADRID;18:30 - 19:00;22;2
12004;COLLADO MEDIANO;MADRID;19:00 - 19:30;7;32
12004;COLLADO MEDIANO;MADRID;19:30 - 20:00;10;20
12004;COLLADO MEDIANO;MADRID;20:00 - 20:30;0;27
12004;COLLADO MEDIANO;MADRID;20:30 - 21:00;8;9
12004;COLLADO MEDIANO;MADRID;21:00 - 21:30;1;15
12004;COLLADO MEDIANO;MADRID;22:00 - 22:30;6;19
12004;COLLADO MEDIANO;MADRID;23:00 - 23:30;0;6
12005;LOS MOLINOS-GUADARRAMA;MADRID;00:00 - 00:30;0;7
12005;LOS MOLINOS-GUADARRAMA;MADRID;06:00 - 06:30;6;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;06:30 - 07:00;16;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;07:00 - 07:30;17;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;07:30 - 08:00;20;5
12005;LOS MOLINOS-GUADARRAMA;MADRID;08:00 - 08:30;12;2
12005;LOS MOLINOS-GUADARRAMA;MADRID;08:30 - 09:00;8;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;09:00 - 09:30;1;9
12005;LOS MOLINOS-GUADARRAMA;MADRID;09:30 - 10:00;11;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;10:00 - 10:30;2;80
12005;LOS MOLINOS-GUADARRAMA;MADRID;10:30 - 11:00;6;1
12005;LOS MOLINOS-GUADARRAMA;MADRID;11:00 - 11:30;0;8
12005;LOS MOLINOS-GUADARRAMA;MADRID;11:30 - 12:00;6;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;12:00 - 12:30;0;2
12005;LOS MOLINOS-GUADARRAMA;MADRID;12:30 - 13:00;2;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;13:00 - 13:30;0;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;13:30 - 14:00;4;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;14:00 - 14:30;0;7
12005;LOS MOLINOS-GUADARRAMA;MADRID;14:30 - 15:00;7;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;15:00 - 15:30;3;13
12005;LOS MOLINOS-GUADARRAMA;MADRID;15:30 - 16:00;55;7
12005;LOS MOLINOS-GUADARRAMA;MADRID;16:00 - 16:30;0;9
12005;LOS MOLINOS-GUADARRAMA;MADRID;16:30 - 17:00;2;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;17:00 - 17:30;0;10
12005;LOS MOLINOS-GUADARRAMA;MADRID;17:30 - 18:00;8;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;18:30 - 19:00;15;9
12005;LOS MOLINOS-GUADARRAMA;MADRID;19:00 - 19:30;1;16
12005;LOS MOLINOS-GUADARRAMA;MADRID;19:30 - 20:00;5;3
12005;LOS MOLINOS-GUADARRAMA;MADRID;20:00 - 20:30;2;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;20:30 - 21:00;0;6
12005;LOS MOLINOS-GUADARRAMA;MADRID;21:00 - 21:30;1;15
12005;LOS MOLINOS-GUADARRAMA;MADRID;21:30 - 22:00;0;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;22:00 - 22:30;0;2
12005;LOS MOLINOS-GUADARRAMA;MADRID;22:30 - 23:00;0;0
12005;LOS MOLINOS-GUADARRAMA;MADRID;23:00 - 23:30;0;5
12006;CERCEDILLA;MADRID;00:00 - 00:30;0;3
12006;CERCEDILLA;MADRID;05:30 - 06:00;9;0
12006;CERCEDILLA;MADRID;06:00 - 06:30;7;0
12006;CERCEDILLA;MADRID;07:00 - 07:30;38;0
12006;CERCEDILLA;MADRID;07:30 - 08:00;28;8
12006;CERCEDILLA;MADRID;08:00 - 08:30;16;8
12006;CERCEDILLA;MADRID;08:30 - 09:00;28;27
12006;CERCEDILLA;MADRID;09:00 - 09:30;0;34
12006;CERCEDILLA;MADRID;09:30 - 10:00;25;0
12006;CERCEDILLA;MADRID;10:00 - 10:30;0;22
12006;CERCEDILLA;MADRID;10:30 - 11:00;17;0
12006;CERCEDILLA;MADRID;11:00 - 11:30;0;12
12006;CERCEDILLA;MADRID;11:30 - 12:00;7;0
12006;CERCEDILLA;MADRID;12:00 - 12:30;0;21
12006;CERCEDILLA;MADRID;12:30 - 13:00;19;0
12006;CERCEDILLA;MADRID;13:30 - 14:00;30;12
12006;CERCEDILLA;MADRID;14:00 - 14:30;0;11
12006;CERCEDILLA;MADRID;14:30 - 15:00;21;0
12006;CERCEDILLA;MADRID;15:30 - 16:00;45;28
12006;CERCEDILLA;MADRID;16:00 - 16:30;8;18
12006;CERCEDILLA;MADRID;16:30 - 17:00;18;13
12006;CERCEDILLA;MADRID;17:00 - 17:30;0;10
12006;CERCEDILLA;MADRID;17:30 - 18:00;31;14
12006;CERCEDILLA;MADRID;18:30 - 19:00;23;17
12006;CERCEDILLA;MADRID;19:00 - 19:30;7;0
12006;CERCEDILLA;MADRID;19:30 - 20:00;17;30
12006;CERCEDILLA;MADRID;20:00 - 20:30;5;12
12006;CERCEDILLA;MADRID;20:30 - 21:00;7;9
12006;CERCEDILLA;MADRID;21:00 - 21:30;0;14
12006;CERCEDILLA;MADRID;21:30 - 22:00;18;8
12006;CERCEDILLA;MADRID;22:30 - 23:00;2;13
12006;CERCEDILLA;MADRID;23:30 - 00:00;0;5
17000;MADRID-CHAMARTIN;MADRID;00:00 - 00:30;33;139
17000;MADRID-CHAMARTIN;MADRID;05:00 - 05:30;31;7
17000;MADRID-CHAMARTIN;MADRID;05:30 - 06:00;49;76
17000;MADRID-CHAMARTIN;MADRID;06:00 - 06:30;221;485
17000;MADRID-CHAMARTIN;MADRID;06:30 - 07:00;442;1432
17000;MADRID-CHAMARTIN;MADRID;07:00 - 07:30;1135;2641
17000;MADRID-CHAMARTIN;MADRID;07:30 - 08:00;1202;3831
17000;MADRID-CHAMARTIN;MADRID;08:00 - 08:30;1984;5115
17000;MADRID-CHAMARTIN;MADRID;08:30 - 09:00;1635;5200
17000;MADRID-CHAMARTIN;MADRID;09:00 - 09:30;1259;2376
17000;MADRID-CHAMARTIN;MADRID;09:30 - 10:00;783;1636
17000;MADRID-CHAMARTIN;MADRID;10:00 - 10:30;773;1049
17000;MADRID-CHAMARTIN;MADRID;10:30 - 11:00;460;721
17000;MADRID-CHAMARTIN;MADRID;11:00 - 11:30;470;779
17000;MADRID-CHAMARTIN;MADRID;11:30 - 12:00;454;595
17000;MADRID-CHAMARTIN;MADRID;12:00 - 12:30;548;662
17000;MADRID-CHAMARTIN;MADRID;12:30 - 13:00;648;670
17000;MADRID-CHAMARTIN;MADRID;13:00 - 13:30;914;978
17000;MADRID-CHAMARTIN;MADRID;13:30 - 14:00;748;888
17000;MADRID-CHAMARTIN;MADRID;14:00 - 14:30;1306;1122
17000;MADRID-CHAMARTIN;MADRID;14:30 - 15:00;1733;1197
17000;MADRID-CHAMARTIN;MADRID;15:00 - 15:30;2404;1493
17000;MADRID-CHAMARTIN;MADRID;15:30 - 16:00;1534;943
17000;MADRID-CHAMARTIN;MADRID;16:00 - 16:30;1333;901
17000;MADRID-CHAMARTIN;MADRID;16:30 - 17:00;1120;911
17000;MADRID-CHAMARTIN;MADRID;17:00 - 17:30;1596;924
17000;MADRID-CHAMARTIN;MADRID;17:30 - 18:00;1445;1111
17000;MADRID-CHAMARTIN;MADRID;18:00 - 18:30;3104;1320
17000;MADRID-CHAMARTIN;MADRID;18:30 - 19:00;2179;1335
17000;MADRID-CHAMARTIN;MADRID;19:00 - 19:30;2406;1147
17000;MADRID-CHAMARTIN;MADRID;19:30 - 20:00;1693;1220
17000;MADRID-CHAMARTIN;MADRID;20:00 - 20:30;1184;847
17000;MADRID-CHAMARTIN;MADRID;20:30 - 21:00;1030;701
17000;MADRID-CHAMARTIN;MADRID;21:00 - 21:30;977;573
17000;MADRID-CHAMARTIN;MADRID;21:30 - 22:00;665;422
17000;MADRID-CHAMARTIN;MADRID;22:00 - 22:30;951;427
17000;MADRID-CHAMARTIN;MADRID;22:30 - 23:00;209;208
17000;MADRID-CHAMARTIN;MADRID;23:00 - 23:30;310;181
17000;MADRID-CHAMARTIN;MADRID;23:30 - 00:00;103;162
17001;FUENCARRAL;MADRID;00:00 - 00:30;3;2
17001;FUENCARRAL;MADRID;05:00 - 05:30;2;4
17001;FUENCARRAL;MADRID;05:30 - 06:00;16;7
17001;FUENCARRAL;MADRID;06:00 - 06:30;27;29
17001;FUENCARRAL;MADRID;06:30 - 07:00;38;169
17001;FUENCARRAL;MADRID;07:00 - 07:30;82;437
17001;FUENCARRAL;MADRID;07:30 - 08:00;132;469
17001;FUENCARRAL;MADRID;08:00 - 08:30;107;444
17001;FUENCARRAL;MADRID;08:30 - 09:00;187;560
17001;FUENCARRAL;MADRID;09:00 - 09:30;86;362
17001;FUENCARRAL;MADRID;09:30 - 10:00;77;217
17001;FUENCARRAL;MADRID;10:00 - 10:30;45;127
17001;FUENCARRAL;MADRID;10:30 - 11:00;34;19
17001;FUENCARRAL;MADRID;11:00 - 11:30;53;64
17001;FUENCARRAL;MADRID;11:30 - 12:00;40;43
17001;FUENCARRAL;MADRID;12:00 - 12:30;32;34
17001;FUENCARRAL;MADRID;12:30 - 13:00;36;62
17001;FUENCARRAL;MADRID;13:00 - 13:30;34;70
17001;FUENCARRAL;MADRID;13:30 - 14:00;61;91
17001;FUENCARRAL;MADRID;14:00 - 14:30;146;100
17001;FUENCARRAL;MADRID;14:30 - 15:00;131;66
17001;FUENCARRAL;MADRID;15:00 - 15:30;167;87
17001;FUENCARRAL;MADRID;15:30 - 16:00;95;105
17001;FUENCARRAL;MADRID;16:00 - 16:30;108;74
17001;FUENCARRAL;MADRID;16:30 - 17:00;120;63
17001;FUENCARRAL;MADRID;17:00 - 17:30;230;66
17001;FUENCARRAL;MADRID;17:30 - 18:00;215;56
17001;FUENCARRAL;MADRID;18:00 - 18:30;396;84
17001;FUENCARRAL;MADRID;18:30 - 19:00;307;84
17001;FUENCARRAL;MADRID;19:00 - 19:30;317;80
17001;FUENCARRAL;MADRID;19:30 - 20:00;145;54
17001;FUENCARRAL;MADRID;20:00 - 20:30;127;46
17001;FUENCARRAL;MADRID;20:30 - 21:00;73;43
17001;FUENCARRAL;MADRID;21:00 - 21:30;58;63
17001;FUENCARRAL;MADRID;21:30 - 22:00;35;34
17001;FUENCARRAL;MADRID;22:00 - 22:30;49;42
17001;FUENCARRAL;MADRID;22:30 - 23:00;10;12
17001;FUENCARRAL;MADRID;23:00 - 23:30;13;17
17001;FUENCARRAL;MADRID;23:30 - 00:00;23;10
17003;EL GOLOSO;MADRID;00:00 - 00:30;0;0
17003;EL GOLOSO;MADRID;05:00 - 05:30;0;0
17003;EL GOLOSO;MADRID;05:30 - 06:00;0;0
17003;EL GOLOSO;MADRID;06:00 - 06:30;5;11
17003;EL GOLOSO;MADRID;06:30 - 07:00;4;58
17003;EL GOLOSO;MADRID;07:00 - 07:30;24;19
17003;EL GOLOSO;MADRID;07:30 - 08:00;10;8
17003;EL GOLOSO;MADRID;08:00 - 08:30;18;12
17003;EL GOLOSO;MADRID;08:30 - 09:00;23;10
17003;EL GOLOSO;MADRID;09:00 - 09:30;21;3
17003;EL GOLOSO;MADRID;09:30 - 10:00;15;5
17003;EL GOLOSO;MADRID;10:00 - 10:30;12;2
17003;EL GOLOSO;MADRID;10:30 - 11:00;9;2
17003;EL GOLOSO;MADRID;11:00 - 11:30;5;4
17003;EL GOLOSO;MADRID;11:30 - 12:00;2;1
17003;EL GOLOSO;MADRID;12:00 - 12:30;7;4
17003;EL GOLOSO;MADRID;12:30 - 13:00;14;1
17003;EL GOLOSO;MADRID;13:00 - 13:30;7;1
17003;EL GOLOSO;MADRID;13:30 - 14:00;4;1
17003;EL GOLOSO;MADRID;14:00 - 14:30;20;1
17003;EL GOLOSO;MADRID;14:30 - 15:00;28;5
17003;EL GOLOSO;MADRID;15:00 - 15:30;94;8
17003;EL GOLOSO;MADRID;15:30 - 16:00;19;6
